         1255003 function calls in 1.449 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    31218    0.395    0.000    1.143    0.000 {function KDTree.query at 0x125f45c60}
    31526    0.119    0.000    0.119    0.000 {method 'reduce' of 'numpy.ufunc' objects}
   125488    0.105    0.000    0.633    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    62436    0.093    0.000    0.185    0.000 /Users/joseperezcano/Desktop/CFIS Quinto Curso/TFG/pulmon/lib/python3.10/site-packages/numpy/core/fromnumeric.py:38(_wrapit)
    93808    0.091    0.000    0.091    0.000 {built-in method numpy.asarray}
    31233    0.071    0.000    0.071    0.000 {method 'extend' of 'list' objects}
      151    0.068    0.000    1.405    0.009 /Users/joseperezcano/Desktop/CFIS Quinto Curso/TFG/lung-tumour-study/utils/postprocessing.py:9(get_N_closest_pairs_dists)
    62436    0.067    0.000    0.261    0.000 /Users/joseperezcano/Desktop/CFIS Quinto Curso/TFG/pulmon/lib/python3.10/site-packages/numpy/core/fromnumeric.py:51(_wrapfunc)
    31218    0.056    0.000    1.243    0.000 /Users/joseperezcano/Desktop/CFIS Quinto Curso/TFG/pulmon/lib/python3.10/site-packages/scipy/spatial/_kdtree.py:346(query)
    31526    0.049    0.000    0.191    0.000 /Users/joseperezcano/Desktop/CFIS Quinto Curso/TFG/pulmon/lib/python3.10/site-packages/numpy/core/fromnumeric.py:69(_wrapreduction)
    62436    0.038    0.000    0.038    0.000 {method 'reshape' of 'numpy.ndarray' objects}
    62436    0.037    0.000    0.414    0.000 <__array_function__ internals>:177(reshape)
    62436    0.032    0.000    0.293    0.000 /Users/joseperezcano/Desktop/CFIS Quinto Curso/TFG/pulmon/lib/python3.10/site-packages/numpy/core/fromnumeric.py:198(reshape)
    31372    0.032    0.000    0.222    0.000 /Users/joseperezcano/Desktop/CFIS Quinto Curso/TFG/pulmon/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2677(amax)
    31224    0.032    0.000    0.032    0.000 {method 'sort' of 'list' objects}
    31218    0.022    0.000    0.053    0.000 <__array_function__ internals>:177(shape)
    31372    0.020    0.000    0.263    0.000 <__array_function__ internals>:177(amax)
